id,description,difficulty_level,topic,is_published,created_at,updated_at,detailed_solution,type,is_mandatory,show_in_feed,pyq_label,topic_id,reading_material_id,fixed_at,fix_summary,created_by,updated_by,quiz_level,question_from,language,photo_url,photo_solution_url,is_saved,tag,options
1939,Unstriped muscles are also known as :,,structural organisation in animals ,True,2024-07-02T17:11:46.807+05:30,2024-11-30T18:39:41.616+05:30,"**Smooth muscles** are also known as **non-striated muscles** or **involuntary muscles**. They are found in the walls of internal organs, such as the stomach, intestines, and blood vessels. Smooth muscles are not under conscious control, and they contract slowly and rhythmically.

**Cardiac muscles** are also known as **striated muscles**. They are found in the heart, and they contract rhythmically to pump blood throughout the body. Cardiac muscles are under involuntary control.

**Skeletal muscles** are also known as **striated muscles**. They are attached to bones, and they contract to move the body. Skeletal muscles are under conscious control.

Therefore, the answer to the question ""Unstriped muscles are also known as :"" is **All of these**.",,False,False,,146,2118,,,,,,Q-bank,,,,False,,"[{'id': 7770, 'description': 'Visceral muscles', 'question_id': 1939, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.810+05:30', 'updated_at': '2024-07-02T17:11:46.810+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7771, 'description': 'Smooth muscles', 'question_id': 1939, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.814+05:30', 'updated_at': '2024-07-02T17:11:46.814+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7772, 'description': 'Involuntary muscles', 'question_id': 1939, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.817+05:30', 'updated_at': '2024-07-02T17:11:46.817+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7773, 'description': 'All of these', 'question_id': 1939, 'is_correct': True, 'created_at': '2024-07-02T17:11:46.820+05:30', 'updated_at': '2024-07-02T17:11:46.820+05:30', 'unanswered': False, 'photo_url': None}]"
1940,Nodes of Ranvier are found in :,,structural organisation in animals ,True,2024-07-02T17:11:46.835+05:30,2024-11-30T18:39:41.824+05:30,"**Why is the answer correct?**

Nodes of Ranvier are specialized gaps in the myelin sheath that surrounds the axon of a neuron. Myelin is an insulating layer that helps to speed up the transmission of electrical signals along the nerve fiber. At the Nodes of Ranvier, the myelin sheath is interrupted, which allows the electrical signal to ""jump"" from one node to the next. This process, known as saltatory conduction, makes the transmission of electrical signals much faster than if the signal had to travel through the entire length of the myelin sheath.

**Additional context:**

* The Nodes of Ranvier are named after the French physiologist Louis-Antoine Ranvier, who first described them in 1878.
* The Nodes of Ranvier are found in both myelinated and unmyelinated axons, but they are more common in myelinated axons.
* The distance between the Nodes of Ranvier is typically about 1 millimeter.
* The Nodes of Ranvier play an important role in the transmission of electrical signals along the axon. They help to speed up the signal and prevent it from being lost in the myelin sheath.

**Usefulness for a student:**

This information can be used by a student to answer similar questions on the NEET exam. For example, a student may be asked to identify the location of the Nodes of Ranvier or to explain how they help to speed up the transmission of electrical signals along the axon.",,False,False,,146,2119,,,,,,Q-bank,,,,False,,"[{'id': 7774, 'description': 'Cyton', 'question_id': 1940, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.840+05:30', 'updated_at': '2024-07-02T17:11:46.840+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7775, 'description': 'Dendrons', 'question_id': 1940, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.848+05:30', 'updated_at': '2024-07-02T17:11:46.848+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7776, 'description': 'Axon', 'question_id': 1940, 'is_correct': True, 'created_at': '2024-07-02T17:11:46.853+05:30', 'updated_at': '2024-07-02T17:11:46.853+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7777, 'description': 'Astrocyte', 'question_id': 1940, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.855+05:30', 'updated_at': '2024-07-02T17:11:46.855+05:30', 'unanswered': False, 'photo_url': None}]"
1941,Which cell-organelle is absent in neurons ?,,structural organisation in animals ,True,2024-07-02T17:11:46.864+05:30,2024-11-30T18:39:42.032+05:30,"**Answer: Centriole**

**Explanation:**

Centrioles are cylindrical structures that help in organizing microtubules for the formation of cilia and flagella. They are present in almost all eukaryotic cells, except for mature red blood cells and neural cells like neurons.

In neurons, the absence of centrioles is related to their unique function and structure. Neurons are primarily responsible for transmitting electrical impulses, and their shape and structure are optimized for this purpose. The presence of centrioles, which are involved in cell division, would not be beneficial for neurons as they do not undergo cell division once they mature.

The absence of centrioles in neurons is a specialized adaptation that allows them to maintain their structure and function effectively throughout their lifespan.",,False,False,,146,2120,,,,,,Q-bank,,,,False,,"[{'id': 7778, 'description': 'Mitochondria', 'question_id': 1941, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.869+05:30', 'updated_at': '2024-07-02T17:11:46.869+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7779, 'description': 'Ribosome', 'question_id': 1941, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.872+05:30', 'updated_at': '2024-07-02T17:11:46.872+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7780, 'description': 'Centriole', 'question_id': 1941, 'is_correct': True, 'created_at': '2024-07-02T17:11:46.875+05:30', 'updated_at': '2024-07-02T17:11:46.875+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7781, 'description': 'Nucleus', 'question_id': 1941, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.878+05:30', 'updated_at': '2024-07-02T17:11:46.878+05:30', 'unanswered': False, 'photo_url': None}]"
1942,Select the incorrect statement about nerve fibres :,,structural organisation in animals ,True,2024-07-02T17:11:46.893+05:30,2024-11-30T18:39:42.266+05:30,,,False,False,,146,2121,,,,,,Q-bank,,,,False,,"[{'id': 7782, 'description': 'The dendrite carries impulse towards the cyton', 'question_id': 1942, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.897+05:30', 'updated_at': '2024-07-02T17:11:46.897+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7783, 'description': 'Neurons and muscle fibres are excitable cells', 'question_id': 1942, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.901+05:30', 'updated_at': '2024-07-02T17:11:46.901+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7784, 'description': ""Nissl's granules are absent in axon"", 'question_id': 1942, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.904+05:30', 'updated_at': '2024-07-02T17:11:46.904+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7785, 'description': 'Myelin sheath is continuous at the Node of Ranvier', 'question_id': 1942, 'is_correct': True, 'created_at': '2024-07-02T17:11:46.908+05:30', 'updated_at': '2024-07-02T17:11:46.908+05:30', 'unanswered': False, 'photo_url': None}]"
1943,The nerve cell can be distinguished from other cells of the body by the presence of :,,structural organisation in animals ,True,2024-07-02T17:11:46.918+05:30,2024-11-30T18:39:42.472+05:30,"**Explanation:**

Nerve cells, also known as neurons, are the fundamental units of the nervous system. They possess unique characteristics that distinguish them from other cells in the body.

**Axons and Dendrites:**

* **Axons:** These are long, slender extensions that transmit electrical impulses away from the cell body to other neurons or target cells.
* **Dendrites:** These are short, branched extensions that receive electrical impulses from other neurons.

**Significance:**

Axons and dendrites are essential for the function of neurons in communication and signal transmission. They allow neurons to receive and send electrical signals, enabling the transmission of information throughout the nervous system.

**Additional Context:**

* Nerve cells have a cell body (soma) that contains the nucleus and other organelles.
* They are excitable cells that can generate and conduct electrical impulses (action potentials).
* Nerve cells form connections with other neurons through synapses, allowing information to be transmitted across the nervous system.",,False,False,,146,2122,,,,,,Q-bank,,,,False,,"[{'id': 7786, 'description': 'Nucleus', 'question_id': 1943, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.922+05:30', 'updated_at': '2024-07-02T17:11:46.922+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7787, 'description': 'Plasma membrane', 'question_id': 1943, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.926+05:30', 'updated_at': '2024-07-02T17:11:46.926+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7788, 'description': 'Mitochondria', 'question_id': 1943, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.936+05:30', 'updated_at': '2024-07-02T17:11:46.936+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7789, 'description': 'Axon & dendrites', 'question_id': 1943, 'is_correct': True, 'created_at': '2024-07-02T17:11:46.939+05:30', 'updated_at': '2024-07-02T17:11:46.939+05:30', 'unanswered': False, 'photo_url': None}]"
1944,The functional connection between two neurons is called:,,structural organisation in animals ,True,2024-07-02T17:11:46.948+05:30,2024-11-30T18:39:42.674+05:30,"**Explanation:**

**Synapse:**

* Synapse is the functional connection between two neurons.
* It is a specialized structure that facilitates the transmission of electrical or chemical signals from one neuron to another.
* Synapses can be classified into two types:
    * Electrical synapses: Allow direct electrical connection between neurons.
    * Chemical synapses: Transmit signals through neurotransmitters.

**Importance of Synapses:**

* Synapses play a crucial role in communication between neurons.
* They allow for signal amplification and integration, which is essential for complex neural processing.
* Synapses are highly plastic and can strengthen or weaken over time, a process known as synaptic plasticity.
* Synaptic plasticity is the basis of learning and memory.

**Additional Context:**

**Structure of Synapse:**

* A synapse consists of a presynaptic neuron, a postsynaptic neuron, and a synaptic cleft.
* The presynaptic neuron releases neurotransmitters into the synaptic cleft.
* Neurotransmitters bind to receptors on the postsynaptic neuron, causing a change in its electrical potential.

**Transmission of Signals:**

* In electrical synapses, electrical signals pass directly from the presynaptic to the postsynaptic neuron through gap junctions.
* In chemical synapses, neurotransmitters are released into the synaptic cleft and bind to receptors on the postsynaptic neuron, triggering a series of chemical reactions that lead to a change in the postsynaptic neuron's electrical potential.

**Significance for NEET Exam:**

Understanding the structure and function of synapses is crucial for NEET exam as it forms the basis of neural communication and signal processing in the nervous system. It is also important for understanding the mechanisms of learning and memory.",,False,False,,146,2123,,,,,,Q-bank,,,,False,,"[{'id': 7790, 'description': 'Synapse', 'question_id': 1944, 'is_correct': True, 'created_at': '2024-07-02T17:11:46.953+05:30', 'updated_at': '2024-07-02T17:11:46.953+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7791, 'description': 'Synapsis', 'question_id': 1944, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.957+05:30', 'updated_at': '2024-07-02T17:11:46.957+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7792, 'description': 'Chiasma', 'question_id': 1944, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.963+05:30', 'updated_at': '2024-07-02T17:11:46.963+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7793, 'description': 'Chiasmata', 'question_id': 1944, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.968+05:30', 'updated_at': '2024-07-02T17:11:46.968+05:30', 'unanswered': False, 'photo_url': None}]"
1945,Which of the following is a nonâ€“excitable cell ?,,structural organisation in animals ,True,2024-07-02T17:11:46.975+05:30,2024-11-30T18:39:42.875+05:30,"**Explanation:**

**Excitable cells** are cells that can generate and transmit electrical impulses. They have ion channels in their membranes that allow the flow of ions, creating an electrical gradient.

**Astrocytes** are non-excitable cells that do not have ion channels and cannot generate electrical impulses. They are star-shaped cells that play a supporting role in the central nervous system by providing nutrients to neurons and removing waste products.

**Additional context:**

* Other examples of non-excitable cells include red blood cells, muscle cells, and epithelial cells.
* Astrocytes are the most abundant type of glial cell in the brain.
* Astrocytes help maintain the blood-brain barrier and regulate the extracellular environment in the brain.",,False,False,,146,2124,,,,,,Q-bank,,,,False,,"[{'id': 7794, 'description': 'Neuron', 'question_id': 1945, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.980+05:30', 'updated_at': '2024-07-02T17:11:46.980+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7795, 'description': 'Smooth muscle cell', 'question_id': 1945, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.983+05:30', 'updated_at': '2024-07-02T17:11:46.983+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7796, 'description': 'Astrocyte', 'question_id': 1945, 'is_correct': True, 'created_at': '2024-07-02T17:11:46.986+05:30', 'updated_at': '2024-07-02T17:11:46.986+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7797, 'description': 'Skeletal muscle cell', 'question_id': 1945, 'is_correct': False, 'created_at': '2024-07-02T17:11:46.989+05:30', 'updated_at': '2024-07-02T17:11:46.989+05:30', 'unanswered': False, 'photo_url': None}]"
1946,In nonâ€“myelinated nerve fibre of PNS :,,structural organisation in animals ,True,2024-07-02T17:11:46.998+05:30,2024-11-30T18:39:43.073+05:30,"In non-myelinated nerve fibers of the peripheral nervous system (PNS), the myelin sheath is absent. Myelin is a fatty insulating layer that covers the axons of some nerve cells, allowing for faster and more efficient transmission of nerve impulses. In non-myelinated nerve fibers, the electrical impulses travel more slowly as the gaps between adjacent cells are not as well insulated, resulting in a slower transmission of impulses.

**Additional context:**

* Myelination is a process that occurs during development and is essential for the proper functioning of the nervous system.
* Schwann cells in the PNS and oligodendrocytes in the central nervous system (CNS) are responsible for producing the myelin sheath.
* Myelinated axons are thicker than non-myelinated axons, which can be seen under a microscope.
* The speed of nerve impulse propagation is directly proportional to the diameter of the axon and the presence of a myelin sheath.
* Non-myelinated nerve fibers are typically associated with sensory neurons and autonomic neurons, while myelinated nerve fibers are associated with motor neurons and sensory neurons that transmit information from the periphery to the central nervous system.",,False,False,,146,2125,,,,,,Q-bank,,,,False,,"[{'id': 7798, 'description': 'Myelin sheath is absent', 'question_id': 1946, 'is_correct': True, 'created_at': '2024-07-02T17:11:47.003+05:30', 'updated_at': '2024-07-02T17:11:47.003+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7799, 'description': 'Schwann cell is absent', 'question_id': 1946, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.006+05:30', 'updated_at': '2024-07-02T17:11:47.006+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7800, 'description': 'Both (A) & (B) are absent', 'question_id': 1946, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.010+05:30', 'updated_at': '2024-07-08T10:28:21.430+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7801, 'description': 'Axon is absent', 'question_id': 1946, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.013+05:30', 'updated_at': '2024-07-02T17:11:47.013+05:30', 'unanswered': False, 'photo_url': None}]"
1947,Which of the following cell can't be grown by tissue culture ?,,structural organisation in animals ,True,2024-07-02T17:11:47.023+05:30,2024-11-30T18:39:43.274+05:30,"**Explanation:**

Tissue culture is a technique used to grow cells from a living organism in a controlled laboratory environment. This technique involves isolating cells from the organism and culturing them in a nutrient-rich medium. While most cells can be grown using tissue culture methods, there are a few exceptions.

**Neurons** are specialized cells that transmit electrical signals throughout the nervous system. These cells are highly differentiated and do not retain the ability to divide and proliferate. Once a neuron dies, it cannot be replaced through cell division. Therefore, neurons cannot be grown by tissue culture methods.

**Additional Context:**

* Tissue culture is a valuable tool for studying cell growth, differentiation, and metabolism.
* It is used in various applications, including research, medical diagnostics, and biotechnology.
* Other cells that cannot be grown by tissue culture include red blood cells, skeletal muscle cells, and lens cells.",,False,False,,146,2126,,,,,,Q-bank,,,,False,,"[{'id': 7802, 'description': 'Epithelial cell', 'question_id': 1947, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.028+05:30', 'updated_at': '2024-07-02T17:11:47.028+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7803, 'description': 'Fibroblast', 'question_id': 1947, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.032+05:30', 'updated_at': '2024-07-02T17:11:47.032+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7804, 'description': 'Monocyte', 'question_id': 1947, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.035+05:30', 'updated_at': '2024-07-02T17:11:47.035+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7805, 'description': 'Neuron', 'question_id': 1947, 'is_correct': True, 'created_at': '2024-07-02T17:11:47.042+05:30', 'updated_at': '2024-07-02T17:11:47.042+05:30', 'unanswered': False, 'photo_url': None}]"
1948,Which one of the following types of cell is involved in making of the inner walls of blood vessels?,,structural organisation in animals ,True,2024-07-02T17:11:47.056+05:30,2024-11-30T18:39:43.479+05:30,"**Explanation**

The inner walls of blood vessels are lined by **squamous epithelium**. Squamous epithelium is a type of epithelial tissue that is composed of thin, flattened cells. These cells are tightly packed together to form a protective barrier that prevents the passage of harmful substances into the bloodstream.

**Additional Context**

Epithelial tissue is a type of tissue that lines the surfaces of the body and its internal organs. It is composed of tightly packed cells that form a protective barrier between the body and the external environment. There are three main types of epithelial tissue: squamous epithelium, cuboidal epithelium, and columnar epithelium.

* **Squamous epithelium** is composed of thin, flattened cells. It lines the inner walls of blood vessels, lymphatic vessels, and alveoli in the lungs.
* **Cuboidal epithelium** is composed of cube-shaped cells. It lines the ducts of glands, the collecting tubules in the kidneys, and the walls of small intestines.
* **Columnar epithelium** is composed of tall, column-shaped cells. It lines the digestive tract, the respiratory tract, and the urinary tract.

**Conclusion**

The inner walls of blood vessels are lined by squamous epithelium because this type of cell is thin and flattened, which allows it to form a tight seal that prevents the passage of harmful substances into the bloodstream.",,False,False,,146,2127,,,,,,Q-bank,,,,False,,"[{'id': 7806, 'description': 'Cuboidal epithelium', 'question_id': 1948, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.060+05:30', 'updated_at': '2024-07-02T17:11:47.060+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7807, 'description': 'Columnar epithelium', 'question_id': 1948, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.064+05:30', 'updated_at': '2024-07-02T17:11:47.064+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7808, 'description': 'Squamous epithelium', 'question_id': 1948, 'is_correct': True, 'created_at': '2024-07-02T17:11:47.069+05:30', 'updated_at': '2024-07-02T17:11:47.069+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7809, 'description': 'Stratified epithelium', 'question_id': 1948, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.073+05:30', 'updated_at': '2024-07-02T17:11:47.073+05:30', 'unanswered': False, 'photo_url': None}]"
1949,To which one of the following categories does adipose tissue belong?,,structural organisation in animals ,True,2024-07-02T17:11:47.084+05:30,2024-11-30T18:39:43.683+05:30,"**Explanation:**

Adipose tissue is a type of connective tissue that is composed of fat cells (adipocytes). It is found throughout the body and serves as a storage depot for energy in the form of triglycerides.

Connective tissues are a group of tissues that provide structural support and protection to other tissues and organs. They are characterized by the presence of specialized cells surrounded by a matrix of extracellular material.

**Additional Context:**

* Other types of connective tissue include bone, cartilage, and blood.
* Adipose tissue is classified as loose connective tissue because its cells are loosely arranged in a matrix of extracellular material.

**Conclusion:**

Adipose tissue is classified as connective tissue because it meets the criteria for this group of tissues: it provides structural support and protection, and it is composed of specialized cells surrounded by a matrix of extracellular material.",,False,False,,146,2128,,,,,,Q-bank,,,,False,,"[{'id': 7810, 'description': 'Epithelial', 'question_id': 1949, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.098+05:30', 'updated_at': '2024-07-02T17:11:47.098+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7811, 'description': 'Connective', 'question_id': 1949, 'is_correct': True, 'created_at': '2024-07-02T17:11:47.101+05:30', 'updated_at': '2024-07-02T17:11:47.101+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7812, 'description': 'Muscular', 'question_id': 1949, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.103+05:30', 'updated_at': '2024-07-02T17:11:47.103+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7813, 'description': 'Neural', 'question_id': 1949, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.107+05:30', 'updated_at': '2024-07-02T17:11:47.107+05:30', 'unanswered': False, 'photo_url': None}]"
1950,Which one of the following is not a connective tissue?,,structural organisation in animals ,True,2024-07-02T17:11:47.114+05:30,2024-11-30T18:39:43.878+05:30,"**Connective tissue** is a type of tissue that connects, supports, binds, or separates other tissues or organs. It provides structural support and protection for the body and its organs.

**Muscles** are not connective tissue. Muscles are a type of tissue that contracts and relaxes to produce movement. They are composed of muscle fibers, which are long, thin cells that contain the contractile proteins actin and myosin. Muscle tissue is found in the muscles of the body, such as the skeletal muscles, smooth muscles, and cardiac muscles.

Therefore, the correct answer is **Muscles**.

**Additional context:**

The four main types of connective tissue are:

1. **Loose connective tissue:** This type of connective tissue is found in the spaces between organs and muscles. It is composed of cells, fibers, and a ground substance.
2. **Dense connective tissue:** This type of connective tissue is found in the tendons, ligaments, and fascia. It is composed of cells, fibers, and a ground substance that is denser than that of loose connective tissue.
3. **Cartilage:** This type of connective tissue is found in the joints, ears, and nose. It is composed of cells, fibers, and a ground substance that is firm and flexible.
4. **Bone:** This type of connective tissue is found in the skeleton. It is composed of cells, fibers, and a ground substance that is hard and mineralized.",,False,False,,146,2129,,,,,,Q-bank,,,,False,,"[{'id': 7814, 'description': 'Bone', 'question_id': 1950, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.118+05:30', 'updated_at': '2024-07-02T17:11:47.118+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7815, 'description': 'Cartilage', 'question_id': 1950, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.125+05:30', 'updated_at': '2024-07-02T17:11:47.125+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7816, 'description': 'Blood', 'question_id': 1950, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.128+05:30', 'updated_at': '2024-07-02T17:11:47.128+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7817, 'description': 'Muscles', 'question_id': 1950, 'is_correct': True, 'created_at': '2024-07-02T17:11:47.133+05:30', 'updated_at': '2024-07-02T17:11:47.133+05:30', 'unanswered': False, 'photo_url': None}]"
1951,"Match the following and choose the correct option
  Column I     Column II
 A. Adipose tissue   i. Nose
 B. Stratified epithelium   ii. Blood
 C. Hyaline cartilage   iii. Skin
 D. Fluid connective tissue  iv. Fat storage
 Options:",,structural organisation in animals ,True,2024-07-02T17:11:47.144+05:30,2024-11-30T18:39:44.088+05:30,"**Correct answer: A-iv, B-iii, C-i, D-ii**

**Explanation:**

* **Adipose tissue (A) - Fat storage (iv):** Adipose tissue is a type of connective tissue that stores fat. It is found in various parts of the body, including beneath the skin and around organs.
* **Stratified epithelium (B) - Skin (iii):** Stratified epithelium is a type of epithelium that consists of multiple layers of cells. The skin is the largest organ of the body and is covered by a layer of stratified epithelium.
* **Hyaline cartilage (C) - Nose (i):** Hyaline cartilage is a type of cartilage that is smooth and transparent. It is found in various parts of the body, including the nose, where it provides support and shape.
* **Fluid connective tissue (D) - Blood (ii):** Fluid connective tissue is a type of connective tissue that has a fluid matrix. Blood is a type of fluid connective tissue that transports materials throughout the body.",,False,False,,146,2130,,,,,,Q-bank,,,,False,,"[{'id': 7818, 'description': 'A-i, B-ii, C-iii, D-iv', 'question_id': 1951, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.149+05:30', 'updated_at': '2024-07-02T17:11:47.149+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7819, 'description': 'A-iv, B-iii, C-i, D-ii', 'question_id': 1951, 'is_correct': True, 'created_at': '2024-07-02T17:11:47.152+05:30', 'updated_at': '2024-07-02T17:11:47.152+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7820, 'description': 'A-iii, B-i, C-iv, D-ii', 'question_id': 1951, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.154+05:30', 'updated_at': '2024-07-02T17:11:47.154+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7821, 'description': 'A-ii, B-i, C-iv, D-iii', 'question_id': 1951, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.157+05:30', 'updated_at': '2024-07-02T17:11:47.157+05:30', 'unanswered': False, 'photo_url': None}]"
1952,A muscle fibre tapers at ends and does not show striations is :,,structural organisation in animals ,True,2024-07-02T17:11:47.166+05:30,2024-11-30T18:39:44.294+05:30,"**Explanation:**

Muscle fibres are long, cylindrical cells that make up muscles. They are responsible for the contraction and relaxation of muscles, which allows for movement.

There are three types of muscle fibres: skeletal muscle fibres, cardiac muscle fibres, and smooth muscle fibres.

* **Skeletal muscle fibres** are attached to bones and are responsible for voluntary movements, such as walking, running, and jumping. They are long, cylindrical cells with striations (bands) that are visible under a microscope.
* **Cardiac muscle fibres** are found in the heart and are responsible for the pumping action of the heart. They are also long, cylindrical cells with striations, but they are shorter and thicker than skeletal muscle fibres.
* **Smooth muscle fibres** are found in the walls of hollow organs, such as the stomach, intestines, and blood vessels. They are not attached to bones and are responsible for involuntary movements, such as digestion and blood flow. They are shorter and thinner than skeletal muscle fibres and do not have striations.

**Therefore, the muscle fibre that tapers at ends and does not show striations is a smooth muscle fibre.**

**Additional context:**

Muscle fibres are composed of myofibrils, which are bundles of myofilaments. Myofilaments are made up of two proteins: actin and myosin. When a muscle fibre contracts, the myosin filaments slide over the actin filaments, causing the muscle to shorten.

The striations in skeletal and cardiac muscle fibres are caused by the arrangement of the actin and myosin filaments. In skeletal muscle fibres, the actin and myosin filaments are arranged in a regular pattern, which creates the striated appearance. In cardiac muscle fibres, the actin and myosin filaments are arranged in a less regular pattern, which creates a less distinct striated appearance.

Smooth muscle fibres do not have striations because the actin and myosin filaments are not arranged in a regular pattern.",,False,False,,146,2131,,,,,,Q-bank,,,,False,,"[{'id': 7822, 'description': 'Smooth muscle fibre', 'question_id': 1952, 'is_correct': True, 'created_at': '2024-07-02T17:11:47.169+05:30', 'updated_at': '2024-07-02T17:11:47.169+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7823, 'description': 'Skeletal muscle fibre', 'question_id': 1952, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.178+05:30', 'updated_at': '2024-07-02T17:11:47.178+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7824, 'description': 'Cardiac muscle fibre', 'question_id': 1952, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.181+05:30', 'updated_at': '2024-07-02T17:11:47.181+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7825, 'description': 'Striated muscle fibre', 'question_id': 1952, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.183+05:30', 'updated_at': '2024-07-02T17:11:47.183+05:30', 'unanswered': False, 'photo_url': None}]"
1953,Structural organisation in animals attains different levels as cellâ€“organâ€“organ system. What is missing in this chain ?,,structural organisation in animals ,True,2024-07-02T17:11:47.191+05:30,2024-11-30T18:39:44.494+05:30,"The correct answer is **Tissue**.

The structural organization in animals attains different levels as cellâ€“tissueâ€“organâ€“organ system.

* **Cell** is the basic unit of life.
* **Tissue** is a group of similar cells that perform a specific function.
* **Organ** is a group of tissues that perform a specific function.
* **Organ system** is a group of organs that work together to perform a specific function.

Therefore, the missing link in the chain is **tissue**.",,False,False,,146,2132,,,,,,Q-bank,,,,False,,"[{'id': 7826, 'description': 'Molecule', 'question_id': 1953, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.197+05:30', 'updated_at': '2024-07-02T17:11:47.197+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7827, 'description': 'Tissue', 'question_id': 1953, 'is_correct': True, 'created_at': '2024-07-02T17:11:47.200+05:30', 'updated_at': '2024-07-02T17:11:47.200+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7828, 'description': 'Atom', 'question_id': 1953, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.203+05:30', 'updated_at': '2024-07-02T17:11:47.203+05:30', 'unanswered': False, 'photo_url': None}, {'id': 7829, 'description': 'Organism', 'question_id': 1953, 'is_correct': False, 'created_at': '2024-07-02T17:11:47.208+05:30', 'updated_at': '2024-07-02T17:11:47.208+05:30', 'unanswered': False, 'photo_url': None}]"
